time_step,pac_1,pdc_1,pac_2,pdc_2,pac_3,pdc_3,pac_4,pdc_4,pac_5,pdc_5,pac_6,pdc_6,pac_8,pdc_8,pac_9,pdc_9,pac_10,pdc_10,pac_11,pdc_11,pac_12,pdc_12,pac_13,pdc_13,pac_14,pdc_14,pac_15,pdc_15,pac_16,pdc_16,pac_17,pdc_17,pac_18,pdc_18,pac_19,pdc_19,pac_20,pdc_20,pac_21,pdc_21,pac_23,pdc_23,pac_24,pdc_24,pac_25,pdc_25,pac_26,pdc_26,pac_27,pdc_27,pac_28,pdc_28,pac_29,pdc_29,pac_30,pdc_30
1,47.899059359021464,-46.29140621700504,-36.828526678653034,37.79492367313189,36.47046183862042,-35.52207313455104,-11.924625779623039,12.046696284183673,-34.75244798319181,35.61681358145141,4.602582347185562,-4.571196434051311,-11.924625779623039,12.046696284183671,-11.924625779623039,12.046696284183673,-11.924625779623039,12.046696284183673,-11.924625779623039,12.046696284183673,47.899059359021464,-46.29140621700504,-34.75244798319182,35.616813581451424,-34.75244798319182,35.616813581451424,-34.75244798319182,35.616813581451424,-36.828526678653034,37.79492367313189,4.602582347185562,-4.571196434051311,36.47046183862042,-35.52207313455105,36.47046183862042,-35.52207313455105,36.47046183862042,-35.52207313455105,36.47046183862042,-35.52207313455105,24.240657232696336,-23.804551537319817,-28.583893341154173,29.17905693505174,-6.929208608969575,6.981649459695428,7.0536303300965955,-6.999859884479772,-28.470437495199263,29.061125672354112,30.00000029913149,-29.347530162735257,30.00000029557508,-29.34753015932613,-23.074339319041783,23.472022906741888
