time_step,pf_ac_1,pt_ac_1,qf_ac_1,qt_ac_1,pf_ac_2,pt_ac_2,qf_ac_2,qt_ac_2,pf_ac_3,pt_ac_3,qf_ac_3,qt_ac_3,pf_dc_1,pt_dc_1,pf_dc_2,pt_dc_2,pf_dc_3,pt_dc_3,pf_dc_4,pt_dc_4,pf_dc_5,pt_dc_5,pf_dc_6,pt_dc_6,pf_dc_7,pt_dc_7,pf_dc_8,pt_dc_8,pf_dc_9,pt_dc_9,pf_dc_10,pt_dc_10,pf_dc_11,pt_dc_11,pf_dc_12,pt_dc_12
1,26.960319716947257,-24.959843129364213,1.463273050751322,10.29588736334705,26.888496978284767,-24.565362656542906,2.4512726348959655,11.20455984693259,-54.64351157440342,57.96970673801981,19.444328420147617,1.8743357016066446,1.1863863800314984,-1.1856089520403303,91.39642605397859,-91.2142992115415,-75.58984734626378,75.91530266174054,39.549101960426036,-39.49617342862794,67.4734946553528,-67.20127297816022,-4.141924652723804,4.14239281810613,70.47699121925108,-70.28671659836816,-4.979264749277315,5.000000049996492,23.804551537319817,-23.472022906741888,-6.981649459695428,6.999859884479772,-29.17905693505174,29.347530162735257,-29.061125672354112,29.34753015932613
