time_step,pg_1,qg_1,pg_2,qg_2,pg_3,qg_3,pg_4,qg_4,pg_5,qg_5,pg_6,qg_6,pg_7,qg_7,pg_8,qg_8,pg_9,qg_9,pg_10,qg_10,pg_11,qg_11,pg_12,qg_12,pg_13,qg_13,pg_14,qg_14,pg_15,qg_15,pg_16,qg_16,pg_17,qg_17,pg_18,qg_18,pg_19,qg_19,pg_20,qg_20,pg_21,qg_21,pg_22,qg_22,pg_23,qg_23,pg_24,qg_24,pg_25,qg_25,pg_26,qg_26,pg_27,qg_27,pg_28,qg_28,pg_29,qg_29,pg_30,qg_30,pd_1,qd_1,pd_2,qd_2,pd_3,qd_3,pd_4,qd_4,pd_5,qd_5,pd_6,qd_6
1,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,146.37731926816437,17.821844228563172,75.22198488841691,17.389630447441785,169.57646123058876,38.284362408781284,114.87579943779835,27.07401740042824,82.52271841615733,19.36212056970615,179.67444290102458,34.41708579282952,242.61405144641722,25.560150758675768,10.15168654148936,2.249322441219916,201.64354631100875,44.90733306844818,48.47853335969399,9.739323107056954,3.594051073525349,0.8177653427580138,47.59859147580764,8.817823703913165,220.00000219982059,-43.38199498723894,520.0000051999635,-19.638952888661702,1090.0000108989207,-63.644496514088026,860.0000085996433,-26.517453148454408,1331.174168672361,-8.975326064856738,528.0205848036434,-42.88388567498045,0.0,0.0,38.187494488757196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.4656989139992,0.0,700.447537152,0.0,1219.662403533,0.0,1131.011652744,0.0,1588.232186231391,0.0,723.095685576,0.0
