time_step,pf_ac_1,pt_ac_1,qf_ac_1,qt_ac_1,pf_ac_2,pt_ac_2,qf_ac_2,qt_ac_2,pf_ac_3,pt_ac_3,qf_ac_3,qt_ac_3,pf_dc_1,pt_dc_1,pf_dc_2,pt_dc_2,pf_dc_3,pt_dc_3,pf_dc_4,pt_dc_4,pf_dc_5,pt_dc_5,pf_dc_6,pt_dc_6,pf_dc_7,pt_dc_7,pf_dc_8,pt_dc_8,pf_dc_9,pt_dc_9,pf_dc_10,pt_dc_10,pf_dc_11,pt_dc_11,pf_dc_12,pt_dc_12
1,26.96031971675664,-24.959843129062357,1.4632730557171019,10.295887359030788,26.888496978266833,-24.565362656413228,2.4512726348761036,11.204559847607426,-47.72617102616644,50.21999779984753,15.632653272548241,0.35102382176223196,-1.5697287616911322,1.5710921236488071,63.90707964495415,-63.81787909199482,-0.0,-0.0,66.9442487406006,-66.79279717266445,80.00000079991158,-79.61782171612313,23.1915397856042,-23.176881448241335,65.76288805267126,-65.5971269540175,-4.979261025937689,5.000000049982294,19.01894930943222,-18.80668250705745,29.347530163472122,-29.027431030897475,-29.179056935358247,29.347530163088845,-29.06112567645672,29.347530163500483
