time_step,pac_1,pdc_1,pac_2,pdc_2,pac_3,pdc_3,pac_4,pdc_4,pac_5,pdc_5,pac_6,pdc_6,pac_8,pdc_8,pac_9,pdc_9,pac_10,pdc_10,pac_11,pdc_11,pac_12,pdc_12,pac_13,pdc_13,pac_14,pdc_14,pac_15,pdc_15,pac_16,pdc_16,pac_17,pdc_17,pac_18,pdc_18,pac_19,pdc_19,pac_20,pdc_20,pac_21,pdc_21,pac_22,pdc_22,pac_23,pdc_23,pac_24,pdc_24,pac_25,pdc_25,pac_26,pdc_26,pac_27,pdc_27,pac_28,pdc_28,pac_29,pdc_29,pac_30,pdc_30
1,31.902344267634668,-31.16867544163151,0.011044985921964448,1.2862233009909403e-16,29.239161439861206,-28.617813574960863,-12.831276499246634,12.969557642397602,-36.59397135323352,37.548552424019576,-9.011032097686046,9.08844069912952,-12.831276499246634,12.969557642397602,-12.831276499246634,12.969557642397602,-12.831276499246634,12.969557642397602,-12.831276499246634,12.969557642397602,31.902344267634668,-31.16867544163151,-36.59397135323352,37.548552424019576,-36.59397135323352,37.548552424019576,-36.59397135323352,37.548552424019576,0.011044985921964548,2.8550565316359194e-17,-9.011032097686046,9.08844069912952,29.239161439861206,-28.617813574960863,29.239161439861206,-28.617813574960863,29.239161439861206,-28.617813574960863,29.239161439861206,-28.617813574960863,29.239161439861206,-28.617813574960863,19.304878506592345,-19.01894930943222,-28.583893341414523,29.179056935358247,30.000000299955847,-29.347530163472122,-28.4380185060937,29.027431030897475,-28.470437499123243,29.06112567645672,30.00000029953219,-29.347530163088845,30.000000299961613,-29.347530163500483,-18.541085721568898,18.80668250705745
